clean_text,label
haha pengngangguran  makan  demo  otaknya minim ditambah  minum kencing onta lengkap deh tololnya,anger
kalau  terbukti  perlu kabur  bangsat cabul logika berpikir orang waras nah cabul imam  dibela  mampus cuma  takut  masuk surga lu,anger
anak zaman now lulusan  pakai toga segala ujian nasional  aula mahal lah  dulu lulus sekolah dasar paling banter perpisahan  cibodas orang anyer naik bis,sadness
 kereta duduk sebrangan sama pasangan bapak  ibu  tidurnya pelukan terus  yoyakarta  lewat cirebon  jakarta kukena sakit gula kaykanya,sadness
terus  langsung diomongi selak tua cari uang  bareng bareng sama suami  bapak mama mu   gendong cucu belajar   pas  berkeluarga  tau  sih  una unu   nikah  sih bla beli blu anaknya  hem yha mlipir,sadness
lah bukannya kamu imam cabul dibela sama juta orang tolol lho terbayang kan betapa begonya manusai model kamu takut  masuk surga,anger
penghasilan bersih juta  kadang berasa  cukup kalau gaya hidupnya ketinggian mau berapapun penghasilan  penting sih manajemen keuangan  bagus kalau gue  istri sangat buruk makanya  sekarang  kebeli rumah,sadness
beli tong sampah made in jerman biar  setara sama negara eropa apa hubungannya   cuma sekadar tong sekedar wadah gak mungkin  nyetarain bangsa  masyarakat lewat tong sampah macam gitu,anger
  gik percaya sama aku  kalau suami  keluarga suami  pemikiran nya beda sama    dianggep pemberontak  apa apa kan  ikut suami,fear
  setuju  partai tong kosong nyaring bunyinya berisik  miskin manfaat  setuju rt ganti presiden,anger
bahagiain orang terus kamu kapan bahagianya yu   bahagia  cara  asal orang  bahagia    bahagia  malah jadi  kali lipat,happy
saling menyalahkan  mencari pembenaran sendiri   bijak   biasa  basis suporter  besar  tambah provokator  anjing pantangmunsur jakmania,anger
rambut aku kering mengembang  ikal naturally terus makin parah  tiap hari banget pakai hair dryer jadi kasihan    treatment akhirnya keratin   hasilnya bikin tekstur rambut bagus  rapih,happy
oke an  buat pertama   terakhir kalinya pergi kehotel  pakai mandi pakai sendal jepit   macam gembel   hotel disuruh naik tangga  keselnya  lift  sana  disuruh naik tangga untung  puasa  mbak mbak,anger
 terenyuh sekaligus kagum kalau  kesempatan  melakukan   sama    lakukan  yakin     ragu  melakukan penyelamatan tersebut rest in peace razzan,sadness
haha  bela takut  masuk sorga fakta logika berpikir waras  kalau  merasa salah    kabur  pengecut padahal  bela bejuta  goblok,anger
makanya pernah  sampaikan   jangan kebanyakan baca novel menonton film  menonton mak lampir pahami  keseluruhan isi kitab suci al qur an akhirnya  menyasar kan i t u,anger
 mengerti  deh gue kok  nya  orang  dunia   berdiri    keren t shirt doang gila  tu,love
jangan pilih jokowi  golput  sekalian  pancasila  menjadi dasar negara  sekarang  ikutan terganti mau mmmmmoh,anger
orang kaya terkenal  makan  warung malah digratisin orang biasa miskin malah disuruh bayar bagaimana   kayak makin kayak  miskin makin miskin,anger
kalau   hafal orang orang nya  mungkin  teriak rojali jangan pernah menuduh     menusuk saudara se persija sendiri persijaselamanya,anger
 sepakat    menyesatkan orang  memang dilarang salat   bangunan  didirikan  kekafiran salah satunya gereja makanya jangan kebanyakan menonton mak lampir aku berlindung  allah,anger
ppdb  sekolah menengah atas negeri depok terlalu lama  masukan berkas jam pagi  jam  dipanggil  manajemen file nya bagaimana  mana petugas ppdb nya  kurang info saling tanya tanyaan  meja penerimaan berkas,anger
liga bangkai memang  liga indonesia alasan banyak orang dibalik layar banyak  mementingkan kepentingan pribadi   nikmati   paling   imbasnya  timnas kalau liga begini begini terus,anger
menemui bacaan  bikin tertawa   paragrafnya aduh suka banget gue sama penulisnya,happy
pernah pacaran diputus   mau istikamah konon katanya hijrah aku takut nereka  pisah besoknya pasang foto gandengan sama cewe semoga tempatnya memang  neraka,anger
  lah haha iya kalau wiraswasta  susah kadang bagus kadang tiba tiba mati makanya  hati hati banget  untungnya orang   terutama istri gue keren sih toko gue jual duren  mau lebaran jadi jual kue  pent,happy
perempuan  bilang  mau pacaran  dosa mau langsung dinikahin aja dihalalin mana sinii biar gue suruh mengobrol sama  makan atiii  nikah  cintaa kasihan menangis sndirian temani giihh,anger
wah     dong kalau pergantian  kan memang  transisinya  hak nya kan tetap sesuai jobdes dong kamu puasa  zalim gtu pukpukk senior junioritas ,anger
 allah beri  pacar baru  nerimo  gemati   pelit  mau bayarkan makan  suka mengajak lebih    rewel biar sakit hatinya ilang amin,sadness
   hampir minggu   pelayanan   berikan  pelanggan setia jangan meminta direct message  direct message  percuma kalau   kelanjutan nya sama sama lah  bahas  lini masa  mengurus direct message   benar lama balas nya,anger
 sepakat    menyesatkan orang  dilarang salat   bangunan  didirikan  kekafiran salah satunya gereja makanya jangan kebanyakan menonton mak lampir aku berlindung  allah swt,anger
bong luh harusnya terima kasih sama anies sandi    janani sebagian ide  program ahok jangan malah dibully gue curiga jangan kamu orang memang cuma bisanya ngebully doang,anger
iya maunya  nikah  lelaki na nu manaaaaaaa kamu sih enak punya calon lah aku bantal guling mau dipeluk  hamdalah,sadness
ku  prepare semaksimal mungkin pakai recehan khas anak sekolah macam aku  aku orangnya   bohongan kalau keluarga  butuh   aku kasih semua  aku punya    janjiin bakal balikin  ekspektasi kan kadang suka,sadness
ingat jaman sekolah dasar  kelas an tiap pulang sekolah  mampir  rumahnya buat main  menonton meteor garden sama mamahnya ikut mandi sama makan  baru pulang kalau   telepon mamah haha,happy
cc in  cebong dungu maksud hati  cari kesalahan lewat pohon plastik malah terbongkar semua skandalnya sekali  kasihan ahok ganti presiden,anger
lokasi kamar  lantai paling hujuuung protes berisik banget anjir  bawah sana depan kost an    ulang tahunnya disiram siram,anger
cara batalin tempat sampah made in jerman   terlanjur diadakan  gubernur sebelumnnya bagaimana pak apa  belah jadi  biar ahoker  happy kalian  kok kerjanya nyinyir gubernur anies bae,anger
 anggota komite medik  rumah sakit tempat  bekerja  kadang membicarakan death case  rapat komite medik membicarakan pasien  meninggal  perawatan  rumah sakit   pernah menyenangkan walaupun bukan pasien sendiri ,sadness
kabur kok bangga  pengecut katanya imam besar kok mesum kok kabur terus  banyak orang goblok termasuk kamu  membela  takut  masuk surga ajaib,anger
 ig meminta line dikasih line meminta wa   sekalian  meminta playstorenya biar  satu paket  instagram wa line mobile legend  ,anger
   mulai  situ aku hopeless padahal niat aku  ngebahagiain diri aku sendiri  usaha aku sendiri  aku mikir siapa   bakal ngewujudin wish aku tahun   diri aku sendiri,sadness
kelaparan  stasiun beli paket es teh roti o  duduk  nyruput es teh padahal  sebelah  orang  sholat aku merasa  syaitonirojim,sadness
lhahhh kok gtu mau  duitnya   mengerjakan kerjanya orang lama pc situ   enak ketua pc nya mentang kamu baru dibegitukan  sabar ra senyumi ,anger
nasip gue  adik gue hampir sama  sama  niat daftar poltekkes hampir mau pergi pas mau tes gasal isi jawaban   harapan mau masuk situ ujung nya keterima cuma gue jurusan kesehatan lingkungan  kebidanan,happy
oldmoneygakngerasain pas istirahat  jajan  cuma  main bekal  depan kelas  main benteng bentengan  lapangan haha by the way i miss about it,happy
salah seorang teman bertanya sakit mana  sakit hati   dapatkan rasa sakit  sama  patah hati  rasa sakit  mendapat tindakan dokter yakinlah  tak  mengatakan iya   meminta maaf mungkin   pelajaran buat  pahami sakit  apa,sadness
kasihan sih anas  sudahlah semua orang percaya kamu korupsi fakta  kasasi  artidjo pensiun maksudnya apa kamu mengharap putusan artidjo  menambah hukuman jadi tahun  ditelikung  hakim lainnya  ,anger
 transj gue berdiri  mau berbaik hati kasih tempat duduk  bapak tua  sih bapak tua  mau eh malah  cowok  sopan  duduki tempat duduk  hadeehhh,anger
sedari tadi hidung meler terus waktu terawih tenggorokan rasanya sakit yaps  memakan  jadi mencair semuanya hehe,sadness
membahas travel sama sih sayang membuka luka lama  serangkaian luka   dibuat agen travel  oknum nya apa the worst can happen to you,sadness
banyak sebenarnya  mau  ceritain   takut  baca jadi tertarik  sini terutama perempuan soalnya i am kinda possessive bitch for these things,fear
jebakan kacung mu hrs imam besar  umat muslim tokoh agama prabowo mlkukan konsultasi keagamaan apanya  turun kelas kelas bulu apa kelas bantam alkafirun jelas  paham aplg politisi kelas ecek modalnya fitnah maki nyinyir cuma ,anger
kamu bilang hakim artidjo bukan malaikat  jelas bukan  hakim artidjo berdasar fakta persidangan    buta  korupsi   sangat jelas bukti nya   sebenarnya bukan malaikat  sangat doy,anger
asli sih kemarin saingannya sama dota   puyeng capernya lah  dese menambah pubg tiba tiba ngechat mengirim gambar peringkat doang keselnya diubun ubun,anger
makanya kalau niat kenal baik  balas  niat baik lah kalau  cuekin iya cuekin balik  memang gue rugi kehilangan kamu aduh kamu salah orang bro,anger
gue bilang  apa kebaca benerrr kelakuan lo,anger
kamu  psi  tak punya manfaat pengecut penjilat tukang fitnah ton gue punya teka teki partai partai apa  berideologi dendam bermental jongos  dosponsori taipan brengsek testiq,anger
 gusti  apaan coba  cantik menempel banget  pala memang  manjaahh   dimanjahhh memang  cantikkk  bukan sok cantikkk,sadness
  membuktikan    benar masa napi koruptor  punya handphone  penjara   melanggar aturan    enaknya melanggar aturan  menandakan   karakter ,anger
 memaksa buat kenal sama gue  memaksa buat ml sama gue  gue paling  suka chat  pernh  balas giliran gue  balas kamu sakit   haha makan  ucapan kamu sendiri,anger
mayoritas kakak kakaknya datang sepulang kerja  pakai pakaian kerja terus terbayang  tahun  aamiin   posisi  ternyata   sebesar ,happy
jam  nongol jg eh  jam ditelponin bilangnya bersiap  tkp indekos  lantai kamar super gede  lengang bgt menunggu waswas sms pak   jadi dijemput kan,fear
hati sis leptopku  habis pembaruan terus restart malah jadi black screen penunjuknya memuter terus   log in restore      sengaja kehapus,fear
dungu buyback indosat keluar  ajang debat  spontan  sesi debat  anis sering menuduh kubu prabowo didukung  mafia apa kamu mau bantah,anger
cuma kata cuma selogan kyk teriakan   pancasila bukti presiden kamu diejek dungu kalian  diam ajaib saran mulut sama kenyataan mohon disingkron kan,anger
cuma bedanya sih memang adik gue suka  sama bau kesehatan jadi memang   niat lah lah gue memang asal  daptar mana  maklum lah pas   takut kalau  kuliah  berasa sih kuliah  tempat  bukan passion kesan nya kayak budak nilai,fear
well ternyata  punya bali nature lumayan awet baunya tadi sore iseng usap  tangan terus ditempelin  bantal ku tinggal pergi sejam jam eh baunya  ninggal lumayan alternatif untukku  sering wahing kena farfumm,happy
 hati gue  kecewa apa   sakit hati begini kamu blok gue ehmmm jangan harap gue mau kenal kamu  kamu direct message ribuan kali  gue meladeni  taunya gue kenal kamu  rasakan bagaimana chat   buka buka    balas,anger
rt  suka mengopi   bersamamu  suka jalan jalan  bukan jalan denganmu  suka apa    kamu suka    menyukaimu,sadness
kamu mau blok twitter gue apa lah gue   peduli  hilang satu  gue tumbuh seribuh ingat iya gue indekos sendiri kapan  gue mau gue  jadi kamu jangan merasa bangga  blok gue oke byee,anger
jangan  tau korupsi lalu uangnya dihamburkan  negara  dprri  semua  pemegang amanah rakyat   rakyat   bersuara lantang    rakyat   menjadi terhormat lalu    menghormati amanah rakyat ingat  camkan,anger
gue  dengarkan lagu zayn malik dulu gue benci banget sama  gara keluar     gayanya tengil  semenjak rilis lagu pillow talk   wkwk terus lanjut deh  sekarang suka dengarkan lagu nya memang terkadang manusia sering menjilat ludah sendiri,love
 hampir maghrib sih bapak supir cerita kalau feeling  enak banget  aku carter mimpi kecelakaan   benar takut kejadian intinya aku  dijemput repotin keluarga  malu masa pesan travel   pintar,fear
jangan diam lawan    memparalat hukum  tujuan kekuasaan jangan diam lawan   front linernya komunis berkedok pancasila,anger
ku tatap wajahmu  pertama  bertemu terasa bergetar jiwaku  kamu tersenyum padaku i love u armyselcaday,love
padahal   senyum ramah lo sama fansnya cuma kamu sendiri   angkuh rodo ngadoh piee  nek tak rasakne sumpah wagu mas polahmu,anger
adik indekos pinjam tupperware gue yg sebenarnya  gue bawa pulang kamis  sama dese diisi rendang terus dimasuki freezer she just sent me to hell,anger
orang orang sibuk memikirkan nastar   memikirkan bagaimana  needle automatic microneedlingnya  dateng apparently im sok behind at kultur lebaran as if eating nastar is religous momen,sadness
sedih  mendengarkan lagu lagu sedih bukan liriknya  musiknya   menemani malam   ku yakin ku tak  tidur cepat malam ,sadness
mengakui jaringan  nya lemah    perkuat dong jangan  harga kuota  giga  rp  sebanding  kualitas sinyalnya perkuat  daerah sariwates kiaracondong kota bandung cc,anger
intisarinya jangan main handphone sama sekali digojek geng even  dekat rumah tinggal ngesot gila yah astagfirullahaladzim orang jaman sekarang   apa  dilakukan hik,fear
 kakinya diapakan sih harusnya  ampun sakit banget nyeri orang rumah   jengah kali  aku aduh aduh mulu gara serangan mendadak  kaki,sadness
hampir tahun  jogja sekarang  packing perasaan kemarin   cicil  bawa pulang  tetap   berasa banyak padahal bajunya  aja,sadness
senyum sendiri baca oldmoneygakngerasain  memang gue ngalamain  rata  twit haha kayak  suruh beli minyak tanah  warung terus dirigenya ditendang pakai dengkul kaki,happy
kamu mau memaki gue bencong apa lah terserah kamu   gue  merasa gue bencong kamu lupa   ngewe sama gue giliran gue  meladeni kamu  kamu bilang bencong ehmmmm kasihan banget hidup kamu,anger
kagum sih sama  she s younger tahan me badannya kecil kayak anak  sekarang memimpin satu cabang besar isi orang  cabangnya one of the best  region banten,happy
mau cerita jadi tadi  magrib sempat keluar rumah buat mengantarkan adik bukber nah  jalan pulang ketemulah sama cewek cewek berkerudung  rambutnya kelihatan dibelakangnya  bonceng  jalannya ditengah padahal jalanan rame eh disalip ketiganya ngomel,anger
dprri pemegang amanah rakyat  selalu membalikan telapak tangan dewan  membuat aturan  dewan   melanggar aturan segelintir dewan mencoreng amanah rakyat  melakukan korupsi jelas bersalah  selalu berkelit menutupi kesalahan  bersandiwara,anger
 usah menyalahkan siapa siapa segala keburukan  menimpa    kebodohan  kesalahan  sendiri   bukan penghinaan  peringatan keras   depan  lebih cerdas jadilah,anger
salah satunya  terutama pejabat negeri  suka mencari cari kesalahan kelemahan pejabat lainnya bukan sama sama cari solusi bagaimana bangsa   maju  berkarya,sadness
 congoni ma hidup satu indekos  yguda tua nenek banyak bersabar banyak ucap doa sajalah   makin tua makin buat emosi ternyata pemirsyahhhh,anger
 habis  bapak kuomelin  allah pak bapak yakin  jemput  nih cuma  feeling aja percaya  sama allah paak blablablaa  bapaknya bersikukuh lalu tinggallah daku sendiri tiada  menemani  indekos sebesar ,sadness
 pertemuan diundur  kemungkinan besar bebas visa diundur  memang sih  negara php tingkat tinggi,anger
  tidur malas bongkarin tidur pakai jeans berharap segera pagi pagi tiba langsung naik bus pertama  lewat depan kos  koper ku  malang   nangis takkusangka  travel agent  sedemikian busyuuk,sadness
hati kecil  selalu berkata jujur  selalu membuat penyesalan  apa  dilakukan  salah selalau mengingat bagai mana cara keluar  zona  kelam menuju kebenaran hidup  pilihan berlaku baik  pudar ketulusan,sadness
 driver orang batak marga tampubolon nama depan disembunyikan  seumuran  deh  jalan mengobrol ketawa ketawa serasa  mengobrol sama sepupu sendiri halak hita dang adong matinya mauliate godang lae hu horas,happy
 siang  sekarang perut   karuan susah ngejelasin bagaimana sakitnya  memang beda banget sama hamil  pertama bukan merasakan perut kencang  kontraksi  keram lainnya  lebih  mual   kocok  level  lebih parah,sadness
kadang pulang cerita  anak isteri habis menonton konser a b c  gratis  sembari kerja  tiap anaknya bertanya konser ina  kelewatan sedih yha,sadness
baguslah  namanya sadar diri mana mungkin tersangka kasus cabul  jadi pemimpin umat btw kasus gimana terus cerita kamu ame  ntu gimane,anger
anis bilang prabowo didukung mafia asal mangap apa fakta sok menyolot kunyuk satu  enggak  sopan santunnya sama pemimpin,anger
aku  mampu mencegah hatiku   terus merindukanmu meski aku sadar  rasa rindu    membuatku bertambah sakit,sadness
terima kasih  bekerja keras kasih  army musik  berkualitas musik  keren musik  inspiratif musik  menyembuhkan sehat selalu terus berkarya we love kamu rm,happy
habis sahur sembahyang subuh balek tidur  bangun jam   ruangan jam kurang menit sptinya   mengapresiasi diri sendiri   mandi seragaman pakai bedak sama gincu  berjalan  waktu menit,happy
kalau  jujur  sekarang gue   sepenuhnya menerima perilaku  sopan orang   berusaha keluar masuk hubungan  dulu  gue merasa  adil aja gue  pernah merusak hubungan orang  sekarang kalau gue ingat caranya masuk gue  habis pikir,anger
habis sahur sembahyang subuh balek tidur  bangun jam   ruangan jam kurang menit sptinya   mengapresiasi diri sendiri   mandi seragaman pakai bedak sama gincu  berjalan  waktu menit,happy
total duit  orang hampir mau jt  berutang  punya otak  yahhh ditagih pura mati   mati duluan anaknya mengemis bingung ngembaliin nya     kuliah ditagih menunggu  kuliah terus kerja  gue punya cucu  utang baru selesai mungkin tong,anger
gimane gk berani komen kan ngomong kayak paling pancasila mau tanya waktu berbicara  pancasila kalian   mabuk kan ato berbicara  lihat teks anak muda optimis hek anak muda  kehilangan urat malu iya kali https,anger
sedihnya   sedang     tempat sampah jadinya menyampah   twitter maaf  followerku by the way aku bingung deh tadi nimbang terus pup x habis  turun  jadi  timbangannya  labil apa gimana,fear
nah lho  digadang bakal benarkan  majuin daerahnya malah pesan barang   luar negeri padahal hasil kerajinan penduduk lokal  banyak  bagus  habis pikir deh gue giliran begini  kalian  koar klo toko sebelah polah sedikit  pedes  mulut kalau diam ,anger
rakyat indonesia  cukup menderita  ulah  koruptor  kebal hukum jangan bahagia  atas penderitaan rakyat indonesia punya penjajah  terparah  koruptor rakyat bekerja keras membanting tulang koruptor  menikmatinya,anger
aku hanyalah ciptaan tuhan bukan superhero  malaikat aku   melakukan apa  aku lakukan dek  aku anak nomor tiga  murah hati  aku mohon semoga kamu cepat tau dek,love
suami  dukung lahiran normal  awal menyuruh sesar ajaa takut akunya  kuat melahirkan anak aku jadi takut  bawaannya  kalau dengar testimoni orang  sc    bilang lebih enak  normal,fear
terkejut diri  kan lalu perut ku kruyukan akhirnya ku putuskan  mencari dimane foodcourt nya eh pas searching no sinyal breh tri ku  thamrin  tanabang  berfungsi samsek,sadness
kesalahan malam  tadi masak indomi sebungkus lalu merasa  terlalu sedikit  masak satu bungkus  terus sekarang enek sendiri liatnya susah  menahan nafsu duniawi,sadness
empat tahun lalu  orang orang senang  keterima kerja sekolah  gue senang  nama gue nongol  daftar  workshopcerpenkompas tsygmc foto,happy
aku hanyalah ciptaan tuhan bukan superhero  malaikat aku   melakukan apa  aku lakukan dek  aku anak nomor tiga  murah hati  aku mohon semoga kamu cepat tau dek menjauhdarijanji,love
gue  ikhlas kalau kamu masuk  muncul   kehidupan gue jadi jangan muncul   sakit hati gue berasa    kemunculan lo apapun alasannya jangan ganggu  ,anger
makan nasi padang  senen kemudian menonton live musik  taman suropati  malam  mengobrol  semuanya  bisik ditelinga hehe baliknya naik transj  mengobrol  then he walk me home literally walk and talk sayangnya best date  cowok  kurang tepat hehe,happy
cibiru entah  gtu daya tariknya kencang banget skrg  sayang sayangnya gtu  apa daya bentar  mau  mau  siap meninggalkan,sadness
waktu   bertiga puluh dipilih   orang  mendaftar  bagaimana  berasa bangga workshop  diajar  fajar arcana agus noor  semo gumira ajidarma workshopcerpenkompas tsygmc foto ,happy
mengistirhatkan badan  penting   hendak istirahat teringat  tugas  tak kunjung kelar akhirnya bangun duduk depan laptop dengarkan radio tinggal menulis nya  pikir  mana  begitulah,fear
westerima kenyataan mbah anak lanange lebih kelihatan muda menawan tegap  gagah ketimbang suaminya cemburuuuuu suami merasa anak lanange lebih sering dibanggakan   suamine dewe,sadness
pernah  kalian merasakan dulu kalian pernah  sangat menginginkan   berjuang mati an buat dapetinnya  suatu  kalian berhadapan sangat dekat   tersebut  tatap  lalu terlintas pikiran wait kayaknya sekarang aku   mau   deh,sadness
alergi apa coba kok jadi bintik bintik gini kata   makan ikan tuna apa  cuaca  terlalu panas kali  uucchhh tersiksa kena garukan,fear
nah terus ai bakil pan pesan gojek ebuset no signal sekalinya   driver nih marah  jelas  kakek emang   annoying  beliau   berkata kasar  diriku  penuh dosa jadi ku tahan,anger
haha kasihan   akun   sembuh  sakit dendamnya sepnjang hari kerjanya usilin anies dikiranya anies aware egp pdhl konco nya  banyak  insaf yg   tunggu struk,anger
  menghubungi halo baca  tekan    melakukan   x  pulsa  habis  jawaban nya selalu maaf operator  sedang sibuk bagaimana mau cek status ,anger
tadi  raacha  bm tomyam nya tiba tiba mas nya  menyiapkan meja bilang kok mukanya kayak  asing sering kesini  wkwk mas nya tau ,sadness
rada ksel    mau expo  h  dpnya kalau   boro mau brangkat psen tiket  mals  enggak  begini   malang sayang aku isi  uang muka sekarang rasanya  gue jotosin palanya,anger
lost kg in a month gara pekerjaan  cukup bikin stres padahal  zaman kuda susah banget menuruni sekilo doang daku tersenyum perih,sadness
 baru  katanya heboh bagaimana gaberner  wklnya gmana  kok enggak dibenarkan memangnya zaman kolonial rusaklah negara eson,anger
sok yeah  empat tahun akhirnya  bareng bareng menerbitkan buku kumpulan cerpen sendiri judulnya tsygmc buku  diterbitkan   format fisik  e book workshopcerpenkompas,happy
seharian tadi surabaya macet lampu merah dibuat  baru samping bank mega darmo   depan kentaki fried chicken darmo malah makin macet bukanya tambah lancar curcol surabaya surabayamacet,anger
ah mudik kok dilarang lewat toll dasar tolloll kalau lewat berutang wajar  bayar kok bong lagian kalau   lewat tiap pintu toll kasih  tulisan toll khusus cebong  kacung   baru sadar,anger
bilangnya selo  disuruh kerja ogah han  cape  kalau kerja  lillah sama ikhlas mau cape    dipikir belakangan  malah  dipikir sama sekali      untung  pengalaman  pembelajarannya,anger
aduh sumpe tertawa haha jaman kalau mentwit terus kelihatan via blekberi  kamu  masuk kategori anak gaul tingkat international  aduh susah sih kalau knalpot dikasih nyawa   jadinya,happy
terima kasih banget pak presidenku  kabinet  hasil kinerja  mulia negara kesatuan republik indonesia  dipandang enteng semoga tetap  jaga  terjaga warsan tersebut,happy
kemarin buku tsygmc  sempat  twit  mas agus noor  tagar bacabuku nya senang  liatnya biarpun gue anak murtad  sejuta tahun lamanya  menulis fiksi workshopcerpenkompas,happy
aku kasihan sama mama hulk hijau  bah membesarkan anak  bahkan  punya nyali  pakai akun anonim badan besar otak kosong,sadness
bangsat gue tertawa malam menonton  anjir serius  qalqalahnya mantap banget astagaaaaaa receh banget guaaaa via,happy
jasa pengiriman sangat  profesional  kapanpun   pakai jasa pengiriman   menanggapi pengaduan lama awas  paket   menyasar  petugas  salah input  hilang berarti su viralkan,anger
keinginanku  membeli   seketika terhenti  kalimat memang punya duit cuma ibu doang   berbicara   bagaimana iya kan beli pakai uang jajan  siapa,sadness
iya aku baru ingat  dulu pernah lelah menunggu aku  menganggapnya  teman    aku  lelah menunggumu   memelukku ,sadness
bun aku bantu nempatin es buah  tumben banget ah  kamu mau mengisi paling banyak  gelas kamu kan ehee bunda tau aja,happy
bukan tipikal orang  mesti dimaintain  chatting terus terusan sih aku  memang malas  cuma  when kamu got time please reply milikku,anger
lebay banget sih masalah kygt doang salat kamu makanya makanya cerita terbuka sama orang iya njing kalau solusinya kekgitu doang  gaperlu dikasitau,anger
apapun  terjadi aku   menjadi seorang  selalu bersedih kalau memang mungkin bukan   menginginkan mu mungkin   luar sana   menginginkan mu,sadness
terima kasih yah aku happy banget tadi meskipun aku  muntah tadi  sempat kesedak  aku happy banget sedooooottt,happy
jadi hampir seminggu mencari jam tanggan  cocok  gue  cocok   gue mau   gamau  mau  guenya gamau terus akhirnya  selalu menyerah  pilihan gue huhu macii terus  pilih abu gue pilih hitam warna  couple gapapa terus  bilang yaudah hitam,happy
indonesia baik baik  kok berisik    kampung orang  kalian jual susah miskin  sejenisnya nyatanya biasa    merokok tak berubah tagarmu makan sendiri  hahahaaha,anger
supir bak hilux tolol jalanan lebar bisabisanya ngelindes kaki w   pas kaki gue kelindes malah bukannya mundur maju cepat cepat kok malah ha hoh ha hoh sakit tot bodoh dipelihara kucing  dipelihara,anger
my favorite song in albums terima kasih nambawan terima kasih dynamic duo terima kasih gray oppa terima kasih semuanya lagunya membuatku suasana hati booster  kerjain skripsishit wannaone nowplaying,happy
kalau memang  sanggup lambaikan tangan  camera  bro    jemput pleaselah stop komen aneh  negara   kan salah satu petugas pemerintah  though,anger
teman kuliah  cik me binus teman jurusan apa me psychology teman  baca sifat gue dong coba dong baca gue orangnya bagaimana eh nyet nih  kalau gue  baca sifat orang  enggak bakalan gue gagal  percintaan mulus  hidup gue  adanya fakefrendzz,anger
siapa sih  dipercaya fz polisi   bekerja  tepat waktu  cekatan tetap   percayai mungkin   sekarang lari  arab    dipercaya bagaimana rakyat mau percaya fz  fh  selalu nyinyir  bukti,anger
waktu  jaman sekolah kalau  laki  suka boro mau menanggapi yg  malu nya meminta ampun   laki malah  musuhin  bocah jman sekarang jomlo bentar galau nya meminta ampun gmn kalau  kayak gue  jomlo tahun oldmoneygakngerasain,sadness
model kecil  asal halal bakal    beli bakal    order pas keliru bakal    jujur lu kata siapa ndri sok tau banget gue  mengalami sendiri  jualan pulsa  kuoat internet ribu doang sekarang ketutup ongkos gue buat pp kerja,happy
menamai  lupa memaknai memenangkan  enggan menenangkan mendewakan   saling mendewasakan mencintai  gemar mengintai akhirnya memutuskan putus,sadness
apabila kamu   dianggap  jangan merasa  kamu  invisible  merasalah intangible seenggaknya kamu tetap berharga meskipun  berwujud skripsibaper kapanmarineeeeeeeeyaallah,sadness
jodoh  kalau  waktunya   ketemu  minggu lalu beli datang bawain kain hari  emak pulang membawa kebaya bordir  dikasih kegirangan  sekarang jadi punya sepasang baju cantik,happy
 aku merasa  ditanggapi  akun terkait  aku putuskan  laporan feed tersebut  pihak instagram well hari   feed  aku laporan dihapus pihak ig im happy soalnya instagram concern about copyright isu,happy
pengajian  ustadznya provokator  mulut jamban wajib dibubarkan,anger
akhir akhir  banyak ketemu orang orang baik padahal umur   muda  masyaallah ibadahnya luar biasa aku waktu ukur sebegitu apa aja sibuk sama oppa korea,happy
 berita pendeta  membunuh anak angkatnya kalau  salah   korban  kondisi hamil  dibunuh  diperkosa dulu miris kali,sadness
 pulau buatan mumpung baru jadi pulaunya  apartemennya   cancel lah nantinya  kepentingan rakyat dki nah kalau tempat sampah  cancel enaknya buat apa masa buat memelihara kecebong,anger
   memang lelah  perjuangan  satu tujuan  memperlihatkan keterbukaan lebih baik memilih mundur  menggapai tujuan  lainnya,sadness
penyakit andalan  jaman sama  sekarang pinggang encok  salah tidur kurang minum air putih   tanggal hitung kalender ,sadness
ustad radikal  radikal tambah  disuap  maunya  terbukti t rizieq cabul   kerahkan  tolol sekarang pendukungnya cuma  gigit jari dibodohi imam cabul kabur  arab makan  janji sorga,anger
e by the way  tumblr benar  blokir buat indonesia   berbulan bulan akhir nya app nya benaran    buka ngiteeeerr mulu ,sadness
warga daerah khusus ibukota  dimintai tunjangan hari raya  usah  ngedumel ngapah timbang setaon sekali   dimintainnya lgian kayaknya  suka rela deh gak dipatok  sekian sekian parcaya deh rezeki   semakin mambah,anger
tak yakin ku kan mampu hapus rasa sakitku ku selalu perjuangkan cinta   apa salahku hingga ku tak layak dapatkan kesungguhanmu,sadness
kadang suka bingung sama orang  seluruh hidupnya  habiskan  berdebat memperdebatkan    sebenarnya sepele  buat     pantas  diperdebatkan serahlau gue cuma  terngowoh,sadness
terima kasih banyak atas kerja kerasnya  papa exo enggak jadi kesini semoga exo planet exo  kesini amin terima kasih banyak,happy
 habis pikir sama orang  benar  mau nikah hitungan tinggal beberapa bulan    tetap main belakang otaknya mati kali  jauhkan  laki laki kayak   allah,anger
 banyak  bilang memilih sopir mobil   bener   membawamu masuk jurang lah kamu mau disopirin sama orang  hafal jus apa sama orang  punya sim a  jam terbang tinggi,anger
 buru pulang biar  menonton the clash of titan eehh serena memutuskan retired  cedera otot lengan  bagaimana  kesehatan   utama kan    jelas i m rooting for maria sharapova rolandgarros,sadness
kaum kampret tetap memikirnya kebalik  kampret dipohon mana  wtp buat   wtp goblok kok ditunjukin,anger
